country	year	Life Ladder	GDP per capita	Social support	Healthy life expectancy	Freedom to make life choices	Generosity	Perceptions of corruption	Confidence in government
KEN	2006	4.223	7.742	0.909	49.723	0.616	-0.003	0.860	0.392
KEN	2007	4.576	7.781	0.841	51.036	0.750	0.071	0.799	0.659
KEN	2008	4.015	7.756	0.827	52.330	0.620	0.006	0.909	0.506
KEN	2009	4.270	7.761	0.789	53.549	0.584	0.117	0.913	0.241
KEN	2010	4.256	7.814	0.805	54.641	0.635	0.036	0.918	0.344
KEN	2011	4.405	7.847	0.846	55.572	0.709	0.039	0.923	0.459
KEN	2012	4.547	7.864	0.831	56.354	0.628	0.082	0.911	0.402
KEN	2013	3.795	7.895	0.825	56.999	0.708	0.229	0.861	0.609
KEN	2014	4.905	7.920	0.765	57.513	0.819	0.189	0.849	0.635
KEN	2015	4.358	7.950	0.777	57.905	0.793	0.237	0.853	0.748
KEN	2016	4.396	7.981	0.706	58.298	0.749	0.315	0.828	0.578
KEN	2017	4.476	8.010	0.715	58.690	0.853	0.250	0.854	0.638
UNK	2007	5.104	8.911	0.848	60.094	0.381	0.134	0.894	0.376
UNK	2008	5.522	8.929	0.884	60.268		0.083	0.849	0.549
UNK	2009	5.891	8.954	0.830	60.486	0.506	0.193	0.968	
UNK	2010	5.177	8.978	0.708	60.704	0.451	0.162	0.967	
UNK	2011	4.860	9.015	0.759	60.920	0.589	-0.004	0.919	
UNK	2012	5.640	9.034	0.757	61.223	0.636	0.019	0.950	0.312
UNK	2013	6.126	9.061	0.721	61.484	0.568	0.107	0.935	0.361
UNK	2014	5.000	9.076	0.706	61.744	0.441	0.004	0.775	0.344
UNK	2015	5.077	9.120	0.805	61.960	0.561	0.173	0.851	0.329
UNK	2016	5.759	9.164	0.824	62.176	0.827	0.117	0.941	0.314
UNK	2017	6.149		0.792	62.392	0.858		0.925	0.298
KWT	2006	6.076	11.475	0.919	64.287	0.769	-0.280	0.328	0.800
KWT	2009	6.585	11.314	0.926	64.532	0.819	-0.036	0.675	
KWT	2010	6.798	11.228	0.893	64.629	0.703	-0.074	0.486	
KWT	2011	6.378	11.258	0.882	64.732	0.769		0.560	
KWT	2012	6.221	11.260	0.889	64.839	0.934			
KWT	2013	6.480	11.213	0.862	64.948	0.751			
KWT	2014	6.180	11.168		65.056				
KWT	2015	6.146	11.134	0.823	65.164	0.822	0.041		
KWT	2016	5.947	11.140	0.845	65.271	0.841	-0.116		
KWT	2017	6.094	11.112	0.853	65.379	0.884	-0.049		
KGZ	2006	4.641	7.791	0.844	59.846	0.678	-0.116	0.879	0.485
KGZ	2007	4.698	7.863	0.833	60.023	0.684	-0.068	0.929	0.454
KGZ	2008	4.737	7.934	0.792	60.515	0.719	-0.076	0.923	0.458
KGZ	2009	5.069	7.951	0.855	61.091	0.699	-0.117	0.896	0.642
KGZ	2010	4.996	7.934	0.885	61.265	0.720	-0.048	0.926	0.301
KGZ	2011	4.921	7.980	0.891	61.533	0.748	-0.132	0.932	0.437
KGZ	2012	5.208	7.962	0.856	61.886	0.703	-0.056	0.892	0.513
KGZ	2013	5.402	8.046	0.851	62.063	0.755	-0.062	0.900	0.436
KGZ	2014	5.252	8.065	0.898	62.240	0.736	0.378	0.897	0.368
KGZ	2015	4.905	8.083	0.857	62.460	0.813	0.222	0.858	0.584
KGZ	2016	4.857	8.099	0.914	62.680	0.814	0.079	0.917	0.528
KGZ	2017	5.630	8.112	0.883	62.900	0.859	0.167	0.874	0.562
LAO	2006	5.076	8.053	0.807	53.803	0.925	0.448	0.688	0.923
LAO	2007	5.364	8.109	0.790	54.265	0.867	0.486	0.580	0.914
LAO	2008	5.044	8.167	0.807	54.710	0.886	0.424	0.637	0.924
LAO	2011	4.704	8.353	0.691	55.912	0.882	0.465	0.587	0.982
LAO	2012	4.876	8.418	0.693	56.269		0.238		
LAO	2017	4.623	8.709	0.707	57.870	0.891	0.076	0.592	0.840
LVA	2006	4.710	9.893	0.884	62.247	0.641	-0.236	0.937	0.291
LVA	2007	4.667	9.996	0.836	62.382	0.700	-0.174	0.924	0.281
LVA	2008	5.145	9.970	0.855	63.612	0.630	-0.210	0.926	0.191
LVA	2009	4.669	9.831	0.807	64.192	0.437	-0.186	0.942	0.100
LVA	2011	4.967	9.892	0.836	64.627	0.564	-0.009	0.934	0.107
LVA	2012	5.125	9.944	0.851	64.805	0.564	-0.045	0.895	0.191
LVA	2013	5.070	9.980	0.834	64.985	0.631	-0.081	0.837	0.234
LVA	2014	5.729	10.009	0.881	65.109	0.671	-0.051	0.804	0.229
LVA	2015	5.881	10.045	0.879	65.109	0.656	-0.085	0.808	0.299
LVA	2016	5.940	10.074	0.917	65.109	0.685	-0.164	0.868	0.315
LVA	2017	5.978	10.133	0.895	65.109	0.700	-0.164	0.798	0.264
LBN	2005	5.491	9.415	0.796	66.265	0.703		0.945	
LBN	2006	4.653	9.413	0.853	66.628	0.670	0.067	0.902	0.401
LBN	2008	4.595	9.589	0.717	67.255	0.524	0.031	0.927	0.310
LBN	2009	5.206	9.667	0.736	67.514	0.665	0.067	0.937	0.372
LBN	2010	5.032	9.708	0.721	67.739	0.678	0.069	0.949	
LBN	2011	5.188	9.661	0.733	67.934	0.657	0.003	0.911	
LBN	2012	4.573	9.620	0.713	68.108	0.621	-0.008	0.856	
LBN	2013	4.983	9.575	0.708	68.267	0.655	-0.005	0.921	
LBN	2014	5.233	9.535	0.759	68.419	0.657	-0.012	0.939	0.243
LBN	2015	5.172	9.499	0.742	68.567	0.597	0.073	0.889	0.188
LBN	2016	5.271	9.493	0.828	68.716	0.657	0.031	0.853	0.138
LBN	2017	5.154	9.492	0.777	68.864	0.605	-0.075	0.911	0.218
LSO	2011	4.898	7.824	0.824	44.171	0.618	-0.094	0.768	0.396
LSO	2016	3.808	7.914	0.798	46.480	0.729	-0.101	0.743	0.609
LBR	2007	3.701	6.487	0.594	47.960	0.790	0.170	0.776	0.732
LBR	2008	4.221	6.515	0.619	48.764	0.724	0.020	0.840	0.514
LBR	2010	4.196	6.551	0.827	49.992	0.819	0.016	0.818	0.540
LBR	2014	4.571	6.690	0.708	51.582	0.590	0.023	0.869	0.349
LBR	2015	2.702	6.666	0.638	51.983	0.671	-0.009	0.903	0.473
LBR	2016	3.355	6.625	0.643	52.385	0.763	0.086	0.901	0.544
LBR	2017	4.424	6.629	0.685	52.787	0.733	0.041	0.867	0.555
LBY	2012	5.754	10.024	0.855	61.141	0.712	-0.062	0.791	
LBY	2015	5.615	9.497	0.868	61.295	0.775	-0.072		
LBY	2016	5.434	9.625	0.876	61.390	0.822	-0.130		
LBY	2017	5.647		0.823	61.485	0.779		0.673	
LTU	2006	5.954	9.914	0.930	62.414	0.567	-0.303	0.967	0.206
LTU	2007	5.808	10.031	0.941	62.277	0.590	-0.290	0.966	0.269
LTU	2008	5.554	10.068	0.914	63.078	0.621	-0.268	0.961	0.161
LTU	2009	5.467	9.918	0.933	64.047	0.496	-0.311	0.979	0.126
LTU	2010	5.066	9.956	0.882	64.357	0.519	-0.283	0.962	0.115
LTU	2011	5.432	10.037	0.911	64.617	0.566	-0.156	0.964	0.181
LTU	2012	5.771	10.088	0.919	64.880	0.503	-0.282	0.957	0.146
LTU	2013	5.596	10.133	0.913	64.925	0.556	-0.246	0.936	0.384
LTU	2014	6.126	10.175	0.908	65.454	0.508	-0.273	0.956	0.345
LTU	2015	5.711	10.203	0.929	65.983	0.641	-0.263	0.924	0.367
LTU	2016	5.866	10.237	0.938	66.513	0.614	-0.275	0.949	0.280
LTU	2017	6.273	10.283	0.926	67.042	0.749	-0.182		0.321
LUX	2009	6.958	11.398	0.939	70.803	0.939	0.113	0.432	0.824
LUX	2010	7.097	11.427	0.952	70.799	0.908	0.082	0.423	0.768
LUX	2011	7.101	11.430	0.934	71.111	0.962	0.092	0.388	0.771
LUX	2012	6.964	11.402	0.914	71.467	0.917	0.044	0.403	0.744
LUX	2013	7.131	11.415	0.917	71.824	0.790	-0.069	0.301	0.737
LUX	2014	6.891	11.447	0.875	72.201	0.938	0.090	0.366	0.663
LUX	2015	6.702	11.452	0.934	72.201	0.932	0.038	0.375	0.695
LUX	2016	6.967	11.459	0.941	72.201	0.882	0.005	0.356	0.679
LUX	2017	7.061	11.465	0.905	72.201	0.903	0.030	0.330	0.739
MKD	2007	4.494	9.257	0.811	64.401	0.439	0.078	0.870	0.405
MKD	2009	4.428	9.305	0.734	64.636	0.552	-0.044	0.844	
MKD	2010	4.180	9.337	0.687	64.788	0.513	-0.061	0.856	
MKD	2011	4.898	9.360	0.784	64.954	0.607	-0.089	0.865	
MKD	2012	4.640	9.354	0.798	65.124	0.613	-0.087	0.920	0.370
MKD	2013	5.186	9.382	0.832	65.288	0.641	0.022	0.861	0.430
MKD	2014	5.204	9.417	0.793	65.442	0.645	0.032	0.861	0.441
MKD	2015	4.976	9.454	0.766	65.587	0.660	-0.049	0.824	0.367
MKD	2016	5.346	9.477	0.871	65.731	0.706	0.077	0.870	0.257
MKD	2017	5.234	9.504	0.800	65.876	0.752	-0.063	0.856	0.443
MDG	2006	3.980	7.256	0.711	52.958		-0.031		0.714
MDG	2008	4.640	7.328	0.776	53.694	0.332	-0.093	0.773	0.775
MDG	2011	4.381	7.221	0.818	54.833	0.546	-0.054	0.897	0.650
MDG	2012	3.551	7.223	0.673	55.214	0.487	-0.047	0.854	0.350
MDG	2013	3.816	7.218	0.673	55.586	0.480	-0.011	0.868	0.397
MDG	2014	3.676	7.224	0.655	55.946	0.529	-0.015	0.791	0.510
MDG	2015	3.593	7.228	0.647	56.296	0.545	-0.033	0.861	0.482
MDG	2016	3.663	7.242	0.746	56.645	0.570	-0.061	0.864	0.490
MDG	2017	4.079	7.249	0.626	56.994	0.570	-0.026	0.847	0.542
MWI	2006	3.830	6.750	0.554	43.288	0.767	0.197	0.676	0.692
MWI	2007	4.891	6.812	0.600	44.525	0.910	0.199	0.691	0.763
MWI	2009	5.148	6.904	0.718	47.155	0.879	0.173	0.689	0.829
MWI	2011	3.946	6.958	0.613	49.625	0.733	0.095	0.853	0.420
MWI	2012	4.279	6.947	0.604	50.690	0.637	0.166	0.886	0.472
MWI	2013	4.035	6.968	0.563	51.616	0.752	0.075	0.857	0.642
MWI	2014	4.563	6.994	0.512	52.387	0.786	0.058	0.824	0.620
MWI	2015	3.868	6.993	0.494	53.003	0.801	0.055	0.835	0.569
MWI	2016	3.476	6.988	0.524	53.619	0.810	0.063	0.824	0.553
MWI	2017	3.417	7.003	0.555	54.235	0.848	0.022	0.735	0.620
MYS	2006	6.012	9.865	0.866	63.689	0.837	0.183	0.740	0.785
MYS	2007	6.239	9.937	0.871	63.803	0.844	0.068	0.799	0.751
MYS	2008	5.807	9.952	0.803	63.935	0.780	0.024	0.884	0.663
MYS	2009	5.385	9.908	0.792	64.085	0.874	-0.028	0.858	0.819
MYS	2010	5.580	9.957	0.839	64.248	0.769	0.013	0.844	0.734
MYS	2011	5.786	9.991	0.770	64.421	0.840	-0.035	0.842	0.786
MYS	2012	5.914	10.025	0.841	64.593	0.848	-0.002	0.847	0.762
MYS	2013	5.770	10.053	0.831	64.757	0.791	0.245	0.755	0.754
MYS	2014	5.963	10.094	0.863	64.911	0.808	0.221	0.845	0.631
MYS	2015	6.322	10.127	0.818	65.055	0.675	0.204	0.838	0.437
MLI	2006	4.014	7.486	0.761	44.481	0.555	-0.066	0.761	0.645
MLI	2008	4.115	7.500	0.747	45.620	0.495	-0.007	0.918	0.317
MLI	2009	3.977	7.514	0.733	46.094	0.634	0.014	0.819	0.480
MLI	2010	3.762	7.535	0.751	46.509	0.749	-0.023	0.811	0.707
MLI	2011	4.667	7.536	0.796	46.884	0.823	-0.096	0.726	0.707
MLI	2012	4.313	7.498	0.823	47.244	0.704	-0.083	0.787	0.486
MLI	2013	3.676	7.492	0.820	47.609	0.665	-0.048	0.755	0.605
MLI	2014	3.975	7.531	0.843	47.989	0.652	-0.032	0.658	0.623
MLI	2015	4.582	7.560	0.830	48.385	0.634	-0.062	0.800	0.573
MLI	2016	4.016	7.586	0.836	48.782	0.696	-0.065	0.862	0.524
MLI	2017	4.742	7.609	0.741	49.179	0.753	-0.065	0.863	0.505
MLT	2009	6.328	10.222	0.916	70.335	0.803	0.453		0.439
MLT	2010	5.774	10.252	0.908	71.348	0.802	0.276		0.412
MLT	2011	6.155	10.262	0.923	70.778	0.882	0.285		0.493
MLT	2012	5.963	10.280	0.922	70.778	0.861	0.341		0.499
MLT	2013	6.380	10.315	0.942	71.654	0.909	0.398		0.662
MLT	2014	6.452	10.384	0.941	71.830	0.904	0.392	0.670	0.721
MLT	2015	6.613	10.442	0.919	71.830	0.912	0.336	0.664	0.735
MLT	2016	6.591	10.484	0.930	71.830	0.916	0.333	0.696	0.619
MLT	2017	6.676	10.503	0.937	71.830	0.924	0.242	0.690	0.752
MRT	2007	4.149	8.146	0.682	51.441	0.573	-0.050	0.586	0.518
MRT	2008	4.248	8.128	0.670	51.663	0.593	0.003	0.841	0.432
MRT	2009	4.500	8.089	0.819	51.891	0.735	0.061	0.848	0.373
MRT	2010	4.772	8.107	0.857	52.118	0.669	0.075	0.727	0.494
MRT	2011	4.785	8.123	0.750	52.335	0.567	0.071	0.747	0.429
MRT	2012	4.673	8.150	0.763	52.538	0.487	-0.003	0.707	0.384
MRT	2013	4.199	8.179	0.741	52.724	0.603	-0.062	0.676	0.454
MRT	2014	4.483	8.204	0.853	52.891	0.468	-0.038	0.589	0.349
MRT	2015	3.923	8.189	0.875	53.039	0.447	0.074	0.715	0.294
MRT	2016	4.472	8.181	0.785	53.187	0.467	-0.157	0.842	0.209
MRT	2017	4.678	8.188	0.779	53.335	0.527	-0.135	0.777	0.292
MUS	2011	5.477	9.715	0.800	64.356	0.848	0.179	0.847	0.665
MUS	2014	5.648	9.812	0.785	65.171	0.824	0.164	0.879	0.562
MUS	2016	5.610	9.882	0.836	65.450	0.819	0.127	0.891	0.565
MUS	2017	6.174	9.915	0.910	65.589	0.912	0.074	0.818	0.615
MEX	2005	6.581	9.634	0.903	66.367	0.814		0.764	0.426
MEX	2007	6.525	9.683	0.879	66.639	0.670	-0.100	0.747	0.418
MEX	2008	6.829	9.681	0.876	66.769	0.677	-0.133	0.785	0.414
MEX	2009	6.963	9.617	0.868	66.897	0.682	-0.081	0.764	0.446
MEX	2010	6.802	9.651	0.876	67.030	0.778	-0.054	0.693	0.372
MEX	2011	6.910	9.676	0.824	67.168	0.831	-0.105	0.698	0.383
MEX	2012	7.320	9.700	0.767	67.312	0.788	-0.099	0.633	0.361
MEX	2013	7.443	9.700	0.759	67.461	0.739	-0.171	0.615	0.396
MEX	2014	6.680	9.709	0.782	67.616	0.779	-0.100	0.630	0.328
MEX	2015	6.236	9.721	0.761	67.777	0.719	-0.157	0.708	0.256
MEX	2016	6.824	9.731	0.893	67.938	0.752	-0.158	0.809	0.278
MEX	2017	6.410	9.742	0.800	68.098	0.861	-0.207	0.801	0.257
MDA	2006	5.102	8.154	0.812	60.255	0.554	-0.115	0.926	0.407
MDA	2007	4.775	8.186	0.804	60.504	0.696	-0.136	0.930	0.304
MDA	2008	5.503	8.263	0.872	60.834	0.641	-0.007	0.926	0.209
MDA	2009	5.554	8.202	0.856	61.234	0.551	-0.049	0.925	0.235
MDA	2010	5.590	8.272	0.847	61.678	0.598	-0.039	0.929	0.271
MDA	2011	5.792	8.338	0.869	62.127	0.628	-0.034	0.957	0.239
MDA	2012	5.996	8.331	0.826	62.537	0.602	-0.002	0.955	0.215
MDA	2013	5.756	8.421	0.803	62.880	0.658	-0.022	0.941	0.145
MDA	2014	5.917	8.469	0.805	63.143	0.623	-0.066	0.925	0.177
MDA	2015	6.017	8.465	0.840	63.329	0.595	-0.042	0.943	0.174
MDA	2016	5.578	8.506	0.837	63.515	0.557	0.001	0.969	0.084
MDA	2017	5.326	8.546	0.831	63.701	0.553	-0.003	0.926	0.133
MNG	2007	4.609	8.862	0.881	59.170	0.781	0.051	0.918	0.375
MNG	2008	4.493	8.933	0.920	59.577	0.484	0.055	0.962	0.394
MNG	2010	4.586	8.950	0.904	60.399	0.631	0.086	0.928	0.314
MNG	2011	5.031	9.092	0.948	60.784	0.700	0.137	0.931	0.286
MNG	2012	4.885	9.189	0.919	61.131	0.688	0.092	0.932	0.310
MNG	2013	4.913	9.280	0.935	61.433	0.748	0.121	0.928	0.365
MNG	2014	4.825	9.337	0.943	61.686	0.752	0.130	0.909	0.337
MNG	2015	4.983	9.342	0.906	61.895	0.686	0.157	0.900	0.227
MNG	2016	5.057	9.338	0.947	62.104	0.760	0.074	0.900	0.349
MNG	2017	5.334	9.319	0.924	62.313	0.675	0.106	0.865	0.275
MNE	2007	5.196	9.553	0.832	64.301	0.512	-0.138	0.815	0.497
MNE	2009	4.801	9.524	0.816	64.942	0.556	-0.103	0.838	
MNE	2010	5.455	9.549	0.805	65.308	0.552	-0.208	0.757	
MNE	2011	5.223	9.580	0.818	65.673	0.546	-0.228	0.762	
MNE	2012	5.219	9.552	0.704	66.012	0.462	-0.195	0.755	0.355
MNE	2013	5.074	9.585	0.736	66.308	0.502	-0.178	0.693	0.392
MNE	2014	5.283	9.602	0.863	66.555	0.503	0.094	0.768	0.402
MNE	2015	5.125	9.635	0.740	66.751	0.583	-0.147	0.781	0.400
MNE	2016	5.304	9.663	0.866	66.946	0.569	-0.090	0.849	0.326
MNE	2017	5.615	9.694	0.881	67.142	0.626	-0.085	0.756	0.352
MAR	2010	4.383	8.771		63.527	0.663	-0.174	0.900	
MAR	2011	5.085	8.808	0.833	63.853	0.579	-0.230	0.875	
MAR	2012	4.970	8.823	0.676	64.145	0.757	-0.199	0.845	0.526
MAR	2013	5.142	8.853	0.597	64.411	0.572	-0.223	0.771	0.384
MAR	2015	5.163	8.894	0.606	64.884	0.713	-0.240	0.842	
MAR	2016	5.386	8.891	0.655	65.111	0.817	-0.250	0.717	
MAR	2017	5.312	8.915	0.641	65.339	0.814	-0.228	0.841	
MOZ	2006	4.595	6.674	0.879	44.144	0.684	0.051	0.758	0.557
MOZ	2007	4.833	6.717	0.748	44.741	0.643	0.084	0.854	0.592
MOZ	2008	4.654	6.754	0.756	45.311	0.514	0.016	0.864	0.541
MOZ	2011	4.971	6.862	0.818	46.857	0.639	-0.014	0.719	0.630
MOZ	2015	4.550	7.019	0.666	48.914	0.813	0.098	0.632	0.707
MOZ	2017	4.280	7.047	0.678	49.958	0.823	-0.022	0.682	0.759
MMR	2012	4.439	8.331	0.612	56.766	0.691	0.625	0.695	
MMR	2013	4.176	8.402	0.757	56.990	0.775	0.669	0.638	
MMR	2014	4.786	8.470	0.774	57.179		0.678	0.592	0.889
MMR	2015	4.224	8.529	0.752	57.333	0.808	0.667	0.633	0.777
MMR	2016	4.623	8.576	0.793	57.487	0.877	0.659	0.607	0.924
MMR	2017	4.154	8.635	0.795	57.641	0.886	0.629	0.619	0.824
NAM	2007	4.886	8.999	0.828	46.472	0.781	-0.108	0.839	0.820
NAM	2014	4.574	9.171	0.763	53.460	0.849	-0.191	0.790	0.780
NAM	2017	4.441	9.203	0.828	55.495	0.810	-0.202	0.831	0.746
NPL	2006	4.567	7.451	0.874	57.300	0.689		0.897	0.428
NPL	2007	4.748	7.474	0.787	57.739	0.413	0.326	0.891	0.324
NPL	2008	4.441	7.523	0.818	58.154	0.618	0.300	0.900	0.681
NPL	2009	4.917	7.557	0.813	58.547	0.616	0.053	0.950	0.415
NPL	2010	4.350	7.594	0.779	58.922	0.519	0.101	0.911	0.455
NPL	2011	3.809	7.616	0.741	59.283	0.525	0.000	0.935	0.328
NPL	2012	4.233	7.651	0.734	59.632	0.638	0.081	0.883	0.440
NPL	2013	4.605	7.680	0.740	59.970	0.722	0.162	0.877	0.454
NPL	2014	4.975	7.726	0.786	60.301	0.712	0.133	0.841	0.588
NPL	2015	4.812	7.747	0.748	60.622	0.763	0.240	0.824	0.469
NPL	2016	5.100	7.740	0.837	60.944	0.839	0.181	0.817	0.490
NPL	2017	4.737	7.801	0.816	61.266	0.845	0.147	0.770	0.560
NLD	2005	7.464	10.681	0.947	69.550	0.901		0.571	0.429
NLD	2007	7.452	10.748	0.944	70.209	0.896	0.332	0.445	0.662
NLD	2008	7.631	10.761	0.944	70.344	0.883	0.353	0.419	0.617
NLD	2010	7.502	10.726	0.957	70.739	0.921	0.337	0.399	0.636
NLD	2011	7.564	10.738	0.938	71.180	0.925	0.324	0.359	0.603
NLD	2012	7.471	10.724	0.939	71.092	0.877	0.276	0.434	0.575
NLD	2013	7.407	10.719	0.925	71.267	0.919	0.293	0.505	0.543
NLD	2014	7.321	10.729	0.909	71.620	0.910	0.319	0.457	0.525
NLD	2015	7.324	10.747	0.879	71.620	0.904	0.249	0.412	0.580
NLD	2016	7.541	10.764	0.926	71.620	0.907	0.226	0.433	0.572
NLD	2017	7.459	10.792	0.937	71.620	0.920	0.237	0.363	0.670
NZL	2006	7.305	10.391	0.946	70.287	0.932	0.301	0.224	0.626
NZL	2007	7.604	10.410	0.967	70.377	0.878	0.268	0.295	0.586
NZL	2008	7.381	10.390	0.944	70.552	0.893	0.288	0.334	0.465
NZL	2010	7.224	10.381	0.976	70.861	0.918	0.245	0.321	0.639
NZL	2011	7.191	10.396	0.954	71.038	0.935	0.274	0.269	0.635
NZL	2012	7.250	10.413	0.930	71.259	0.902	0.277	0.289	0.615
NZL	2013	7.280	10.429	0.958	71.480	0.944	0.227	0.312	0.544
NZL	2014	7.306	10.448	0.942	71.477	0.932	0.338	0.273	0.630
NZL	2015	7.418	10.462	0.987	71.523	0.942	0.320	0.186	0.621
NZL	2016	7.226	10.471	0.937	71.569	0.927	0.256	0.278	0.570
NZL	2017	7.327	10.476	0.955	71.614	0.942	0.285	0.222	0.609
NIC	2006	4.460	8.260	0.877	63.312	0.745	0.013	0.844	0.216
NIC	2007	4.944	8.296	0.866	63.628	0.836	0.143	0.826	0.407
NIC	2008	5.104	8.317	0.857	63.934	0.791	0.078	0.819	0.337
NIC	2009	5.353	8.271	0.835	64.231	0.746	0.073	0.794	0.373
NIC	2010	5.687	8.301	0.863	64.519	0.792	0.021	0.802	0.403
NIC	2011	5.386	8.350	0.800	64.796	0.779	-0.017	0.760	0.540
NIC	2012	5.448	8.401	0.894	65.060	0.850	0.019	0.644	0.573
NIC	2013	5.772	8.438	0.868	65.313	0.859	0.041	0.636	0.610
NIC	2014	6.275	8.473	0.839	65.554	0.817	0.105	0.699	0.585
NIC	2015	5.924	8.509	0.827	65.787	0.809	0.078	0.728	0.603
NIC	2016	6.013	8.544	0.853	66.019	0.717	0.040	0.731	0.587
NIC	2017	6.476	8.575	0.838	66.252	0.922	0.010	0.673	0.590
NER	2006	3.737	6.657	0.677	45.633	0.750	0.096	0.755	0.601
NER	2007	4.277	6.650	0.726	46.267	0.584	-0.036	0.748	0.471
NER	2008	4.236	6.704	0.607	46.909	0.649	-0.037	0.749	0.495
NER	2009	4.267	6.660	0.771	47.551	0.880	0.011	0.483	0.584
NER	2010	4.101	6.702	0.655	48.174	0.817	-0.003	0.529	0.779
NER	2011	4.556	6.687	0.818	48.760	0.780	-0.036	0.549	0.792
NER	2012	3.798	6.760	0.700	49.297	0.734	-0.045	0.777	0.535
NER	2013	3.716	6.773	0.696	49.779	0.825	-0.059	0.711	0.642
NER	2014	4.181	6.807	0.753	50.204	0.688	-0.029	0.605	0.579
NER	2015	3.671	6.807	0.713	50.578	0.728	-0.014	0.703	0.576
NER	2016	4.235	6.818	0.683	50.952	0.702	0.003	0.814	0.572
NER	2017	4.616	6.831	0.582	51.326	0.684	-0.012	0.778	0.601
NGA	2006	4.710	8.383	0.735	41.564	0.649	0.073	0.871	0.245
NGA	2007	4.890	8.423	0.718	42.036	0.635	0.124	0.918	0.389
NGA	2008	4.939	8.458	0.780	42.488	0.584	0.107	0.892	0.455
NGA	2009	4.980	8.498	0.722	42.913	0.537	0.056	0.913	0.233
NGA	2010	4.760	8.547	0.824	43.306	0.565	0.055	0.911	0.288
NGA	2012	5.493	8.583	0.818	44.033	0.652	0.055	0.900	0.304
NGA	2013	4.818	8.609	0.663	44.392	0.622	0.040	0.905	0.304
NGA	2015	4.933	8.643	0.812	45.129	0.680	-0.047	0.926	0.410
NGA	2016	5.220	8.601	0.805	45.501	0.798	0.032	0.905	0.414
NGA	2017	5.322	8.586	0.733	45.873	0.826	0.113	0.835	0.559
CYP	2012	5.463		0.871		0.693		0.855	0.414
CYP	2013	5.567		0.869		0.775		0.715	0.402
CYP	2014	5.786		0.802		0.830		0.692	0.412
CYP	2015	5.843		0.791		0.785		0.659	0.440
CYP	2016	5.827		0.808		0.796		0.670	0.441
NOR	2006	7.416	11.064	0.959	69.566	0.960	0.082	0.397	0.683
NOR	2008	7.632	11.076	0.936	69.781	0.947	-0.009	0.503	0.541
NOR	2012	7.678	11.051	0.948	70.525	0.947	0.121	0.368	0.663
NOR	2014	7.444	11.058	0.941	71.087	0.956	0.155	0.405	0.700
NOR	2015	7.603	11.067	0.947	71.087	0.948	0.231	0.299	0.587
NOR	2016	7.596	11.069	0.960	71.087	0.954	0.106	0.410	0.658
NOR	2017	7.579	11.082	0.950	71.087	0.953	0.210	0.250	0.717
OMN	2011	6.853	10.648		66.184	0.916	-0.015		
PAK	2005	5.225	8.297	0.591	55.021	0.630		0.844	0.583
PAK	2007	5.671	8.364	0.479	55.419	0.396	0.075	0.794	0.443
PAK	2008	4.414	8.360	0.373	55.643	0.335	0.087	0.848	0.409
PAK	2009	5.208	8.367	0.522	55.882	0.388	0.063	0.874	0.356
PAK	2010	5.786	8.363	0.571	56.129	0.364	0.286	0.852	0.308
PAK	2011	5.267	8.369	0.510	56.372	0.376	0.016	0.857	0.275
PAK	2012	5.132	8.382	0.542	56.601	0.367	0.151	0.842	0.229
PAK	2013	5.138	8.404	0.607	56.809	0.448	0.085	0.792	0.260
PAK	2014	5.436	8.429	0.552	56.990	0.543	0.126	0.677	0.426
PAK	2015	4.823	8.454	0.562	57.148	0.587	0.071	0.717	0.460
PAK	2016	5.549	8.488	0.627	57.305	0.634	0.080	0.793	0.456
PAK	2017	5.831	8.519	0.690	57.463	0.713	0.030	0.714	0.557
PSE	2006	4.716	8.340	0.818	61.780	0.547		0.858	0.379
PSE	2007	4.151	8.297	0.712	61.897	0.365	-0.093	0.844	0.394
PSE	2008	4.386	8.179	0.666	62.015	0.358	-0.069	0.753	
PSE	2009	4.470	8.340	0.738	62.132	0.468	-0.093	0.797	0.428
PSE	2010	4.703	8.334	0.822	62.250	0.504	-0.121	0.752	0.509
PSE	2011	4.751	8.379	0.751	62.368	0.522	-0.128	0.750	0.487
PSE	2012	4.647	8.485	0.782	62.485	0.542	-0.158	0.730	0.466
PSE	2013	4.844	8.411	0.761	62.603	0.454	-0.152	0.780	0.438
PSE	2014	4.722	8.371	0.775	62.720	0.657	-0.148	0.804	0.474
PSE	2015	4.695	8.458	0.766	62.837	0.556	-0.159	0.774	0.446
PSE	2016	4.907	8.462	0.818	62.955	0.608	-0.134	0.812	0.464
PSE	2017	4.628		0.824	63.072	0.632		0.831	0.414
PAN	2006	6.128	9.447	0.951	66.251	0.882	-0.039	0.912	0.360
PAN	2007	6.894	9.542	0.937	66.401	0.640	0.091	0.915	0.250
PAN	2008	6.931	9.607	0.922	66.554	0.707	0.068	0.881	0.310
PAN	2009	7.034	9.605	0.905	66.712	0.721	0.023	0.889	0.603
PAN	2010	7.321	9.643	0.928	66.874	0.755	-0.001	0.880	0.536
PAN	2011	7.248	9.737	0.876	67.040	0.829	0.016	0.840	0.461
PAN	2012	6.860	9.808	0.897	67.208	0.783	0.005	0.796	0.362
PAN	2013	6.866	9.855	0.896	67.376	0.811	0.025	0.814	0.418
